practice_name,canonical_code,postcode,street_address,latitude,longitude,telephone,website_url,accepting_new_patients,accepts_out_of_area_registrations,gtd_managed,gtd_site_name,gtd_site_url,gtd_takeover_date,gtd_takeover_date_precision,gtd_takeover_note,gtd_takeover_source_label,gtd_takeover_source_url,nearby_to_gtd_anchors,nearby_anchor_count,source_search_centers,source_search_center_count,min_distance_to_gtd_anchor_miles,management_company_name,management_company_source,management_company_confidence,management_company_domain,management_company_group_size,affiliated_group_name,affiliated_group_source,affiliated_group_confidence,affiliated_group_domain,affiliated_group_group_size,registered_patient_count,registered_patient_count_source,registered_patient_count_candidate,registered_patient_count_candidate_code,registered_patient_count_candidate_source,registered_patient_count_candidate_confidence,google_review_score,google_review_count,google_review_source_note,google_review_source_url,google_maps_title,google_maps_match_score,google_recent_reviews_captured,google_review_text_file,google_review_scan_status,google_review_has_listing,cqc_overall_rating,cqc_location_url,cqc_service_website,cqc_publication_date,cqc_inherited_rating,cqc_provider_name,trustpilot_score,trustpilot_review_count,trustpilot_source_url,nhs_profile_url
Hattersley Group Practice,P89013,SK14 3EH,"Hattersley Road East, Hattersley Ind Est, Hyde, Cheshire",53.4502,-2.02741,01613684161,,True,,True,Hattersley Group Practice,https://www.gtdhealthcare.co.uk/hattersleygrouppractice,2018-04-01,day,Current GTD tenure uses the GMS contract start date listed by NHS Greater Manchester.,NHS GM primary medical contract list (Feb 2024),https://gmintegratedcare.org.uk/wp-content/uploads/2024/08/nhs-gm-primary-care-core-contracts-combined-database-feb-24.xlsx,"Gordon Street Medical Centre, Hattersley Group Practice, Millbrook Medical Practice, Mossley Medical Practice, The Smithy Surgery",5,"Gordon Street Medical Centre, Hattersley Group Practice, Millbrook Medical Practice, Mossley Medical Practice, The Smithy Surgery",5,0.0,GTD Healthcare,gtd_anchor_match,high,gtdhealthcare.co.uk,14,,,,,,5011,nhs_monthly_direct,,,,,2.2,73,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Hattersley+Group+Practice/@53.4501566,-2.0300379,17z/data=!4m8!3m7!1s0x487bca0541b2afd1:0xf9b1453753a6afbd!8m2!3d53.4501534!4d-2.0274576!9m1!1b1!16s%2Fg%2F1hc6zk0pb?entry=ttu&g_ep=EgoyMDI2MDMxNS4wIKXMDSoASAFQAw%3D%3D",Hattersley Group Practice,1.0,73,google-review-texts/P89013-hattersley-group-practice.txt,ok_with_visible_reviews,true,Requires improvement,https://www.cqc.org.uk/location/1-542063923,,29/04/2025,N,Hattersley Group Practice,,,,https://www.nhs.uk/services/gp-surgery/hattersley-group-practice/P89013
The Smithy Surgery,P89602,SK14 8LJ,"4 Market Street, Hollingworth, Hyde, Cheshire",53.4611,-1.99579,01457767123,https://www.gtdhealthcare.co.uk/thesmithysurgery,True,,True,The Smithy Surgery,https://www.gtdhealthcare.co.uk/thesmithysurgery,2018-04-01,day,Current GTD tenure uses the GMS contract start date listed by NHS Greater Manchester.,NHS GM primary medical contract list (Feb 2024),https://gmintegratedcare.org.uk/wp-content/uploads/2024/08/nhs-gm-primary-care-core-contracts-combined-database-feb-24.xlsx,"Hattersley Group Practice, Millbrook Medical Practice, Mossley Medical Practice, The Smithy Surgery",4,"Hattersley Group Practice, Millbrook Medical Practice, Mossley Medical Practice, The Smithy Surgery",4,0.0,GTD Healthcare,gtd_anchor_match,high,gtdhealthcare.co.uk,14,,,,,,3747,nhs_monthly_direct,,,,,4.0,23,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/The+Smithy+Surgery/@53.4611058,-1.9984178,17z/data=!4m8!3m7!1s0x487bc97e19d543f9:0xddf31383b330bf7b!8m2!3d53.4611026!4d-1.9958375!9m1!1b1!16s%2Fg%2F1hc4tqlf2?entry=ttu&g_ep=EgoyMDI2MDMxNS4wIKXMDSoASAFQAw%3D%3D",The Smithy Surgery,1.0,23,google-review-texts/P89602-the-smithy-surgery.txt,ok_with_visible_reviews,true,Good,https://www.cqc.org.uk/location/1-571167373,,27/02/2019,N,The Smithy Surgery,,,,https://www.nhs.uk/services/gp-surgery/the-smithy-surgery/P89602
Millbrook Medical Practice,Y02936,SK15 3BJ,"Hollybank, Off Grove Road, Stalybridge, Cheshire",53.4923,-2.03427,01613042470,http://www.gtdhealthcare.co.uk/practice/millbrook-medical-practice,True,,True,Millbrook Medical Practice,https://www.gtdhealthcare.co.uk/millbrookmedicalpractice,2017-09-01,day,Current GTD tenure uses the APMS contract start date listed by NHS Greater Manchester.,NHS GM primary medical contract list (Feb 2024),https://gmintegratedcare.org.uk/wp-content/uploads/2024/08/nhs-gm-primary-care-core-contracts-combined-database-feb-24.xlsx,"Ashton GP Service, Gordon Street Medical Centre, Hattersley Group Practice, Millbrook Medical Practice, Mossley Medical Practice, The Smithy Surgery",6,"Ashton GP Service, Gordon Street Medical Centre, Hattersley Group Practice, Millbrook Medical Practice, Mossley Medical Practice, The Smithy Surgery",6,0.0,GTD Healthcare,gtd_anchor_match,high,gtdhealthcare.co.uk,14,,,,,,3505,nhs_monthly_direct,,,,,2.7,39,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Millbrook+Medical+Practice/@53.4923148,-2.0369221,17z/data=!4m8!3m7!1s0x487bc9c8b0f4e34b:0xf55c0d88b78c7a9b!8m2!3d53.4923116!4d-2.0343418!9m1!1b1!16s%2Fg%2F11bzsxh62l?entry=ttu&g_ep=EgoyMDI2MDMxNS4wIKXMDSoASAFQAw%3D%3D",Millbrook Medical Practice,1.0,39,google-review-texts/Y02936-millbrook-medical-practice.txt,ok_with_visible_reviews,true,Good,https://www.cqc.org.uk/location/1-8502740852,https://www.gtdhealthcare.co.uk/millbrookmedicalpractice,12/02/2024,N,GoToDoc Limited,,,,https://www.nhs.uk/services/gp-surgery/millbrook-medical-practice/Y02936
Dr Y Loomba & Partner,P82013001,BL1 1SQ,"Ashburner Street, Bolton, Lancashire",53.5771,-2.43205,01204462660,https://www.drloombabolton.nhs.uk,True,,False,,,,,,,,,0,Bolton central supplemental search,1,,,,,,,,,,,,,,3951,P82013,nhs_monthly_parent_ods_fallback,medium,1.0,10,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Dr+Y+Loomba/@53.5699865,-2.4413698,15z/data=!3m1!5s0x487ba65354346ee9:0x432feea802a5ae60!4m12!1m2!2m1!1sDr+Y+Loomba+%26+Partner+BL1+1SQ!3m8!1s0x487ba654aab392c1:0xa1ddc97f785e306e!8m2!3d53.5768616!4d-2.4311671!9m1!1b1!15sCh1EciBZIExvb21iYSAmIFBhcnRuZXIgQkwxIDFTUZIBB3N1cmdlb27gAQA!16s%2Fg%2F1tj5242g?entry=ttu&g_ep=EgoyMDI2MDMxNS4wIKXMDSoASAFQAw%3D%3D",Dr Y Loomba,0.75,10,google-review-texts/P82013001-dr-y-loomba-and-partner.txt,ok_with_visible_reviews,true,,,,,,,,,,https://www.nhs.uk/services/gp-surgery/dr-y-loomba-and-partner/P82013001
Octagon Medical Centre,P82012,BL1 1SQ,"Lever Chambers, 27 Ashburner Street, Bolton, Lancashire",53.5771,-2.43205,01204969343,https://www.boltondoctors.co.uk,True,,False,,,,,,,,,0,Bolton central supplemental search,1,,,,,,,,,,,,6254,nhs_monthly_direct,,,,,4.0,308,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Octagon+Medical+Centre/@53.5776741,-2.4334965,18z/data=!3m1!5s0x487ba65354346ee9:0x432feea802a5ae60!4m8!3m7!1s0x487ba654aab392c1:0x1ab4f3fa7aef4fdc!8m2!3d53.5769049!4d-2.4312247!9m1!1b1!16s%2Fg%2F1w3464p5?entry=ttu&g_ep=EgoyMDI2MDMxNS4wIKXMDSoASAFQAw%3D%3D",Octagon Medical Centre,1.0,308,google-review-texts/P82012-octagon-medical-centre.txt,ok_with_visible_reviews,true,Good,https://www.cqc.org.uk/location/1-547604643,https://www.boltondoctors.co.uk,17/03/2017,N,Octagon Medical Centre,,,,https://www.nhs.uk/services/gp-surgery/octagon-medical-centre/P82012
Dr Rizwan and Dr Awan,P82022,BL1 3RG,"Lindfield Drive, Bolton, Lancashire",53.5883,-2.43172,01204523642,,True,,False,,,,,,,,,0,Bolton central supplemental search,1,,,,,,,,,,,,5594,nhs_monthly_direct,,,,,3.7,6,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Dr+Rizwan/@53.5883359,-2.4342717,17z/data=!3m1!5s0x487ba6fdf0a9d785:0xf9ade4b35354a3d1!4m8!3m7!1s0x487ba6fdf524a2d1:0x5cca2c3e9bf9e47a!8m2!3d53.5883327!4d-2.4316914!9m1!1b1!16s%2Fg%2F1yh9twwmr?entry=ttu&g_ep=EgoyMDI2MDMxNS4wIKXMDSoASAFQAw%3D%3D",Dr Rizwan,0.667,6,google-review-texts/P82022-dr-rizwan-and-dr-awan.txt,ok_with_visible_reviews,true,Good,https://www.cqc.org.uk/location/1-559534222,https://www.ehealthservice.co.uk/bolton/halliwellwh,23/05/2018,N,Dr Hendy & Rizwan,,,,https://www.nhs.uk/services/gp-surgery/dr-rizwan-and-dr-awan/P82022
Halliwell Surgery 2,P82029,BL1 3RG,"Lindfield Drive, Halliwell, Bolton, Lancashire",53.5883,-2.43172,01204523813,https://www.halliwellsurgery.co.uk,True,,False,,,,,,,,,0,Bolton central supplemental search,1,,,,,,,,,,,,3586,nhs_monthly_direct,,,,,3.2,38,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/The+Halliwell+Surgery/@53.5920572,-2.451067,15z/data=!3m1!5s0x487ba6fdf0a9d785:0xf9ade4b35354a3d1!4m12!1m2!2m1!1sHalliwell+Surgery+2+BL1+3RG!3m8!1s0x487ba70273679677:0x5ef059096ebd9249!8m2!3d53.5883705!4d-2.4316982!9m1!1b1!15sChtIYWxsaXdlbGwgU3VyZ2VyeSAyIEJMMSAzUkdaHSIbaGFsbGl3ZWxsIHN1cmdlcnkgMiBibDEgM3JnkgEObWVkaWNhbF9jbGluaWOaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVTmFjRTV4WjFKQkVBReABAPoBBAgAEDw!16s%2Fg%2F1vr1w5kf?entry=ttu&g_ep=EgoyMDI2MDMxNS4wIKXMDSoASAFQAw%3D%3D",The Halliwell Surgery,1.0,38,google-review-texts/P82029-halliwell-surgery-2.txt,ok_with_visible_reviews,true,Good,https://www.cqc.org.uk/location/1-579829185,https://www.halliwellsurgery.co.uk,28/06/2016,N,Halliwell Surgery 2,,,,https://www.nhs.uk/services/gp-surgery/halliwell-surgery-2/P82029
Halliwell Surgery 3,P82626,BL1 3RG,"Lindfield Drive, Halliwell, Bolton, Lancashire",53.5883,-2.43172,01204523716,https://www.halliwellsurgery.nhs.uk/,True,,False,,,,,,,,,0,Bolton central supplemental search,1,,,,,,,,,,,,5173,nhs_monthly_direct,,,,,3.2,38,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/The+Halliwell+Surgery/@53.5883737,-2.4342785,17z/data=!3m1!5s0x487ba6fdf0a9d785:0xf9ade4b35354a3d1!4m8!3m7!1s0x487ba70273679677:0x5ef059096ebd9249!8m2!3d53.5883705!4d-2.4316982!9m1!1b1!16s%2Fg%2F1vr1w5kf?entry=ttu&g_ep=EgoyMDI2MDMxNS4wIKXMDSoASAFQAw%3D%3D",The Halliwell Surgery,1.0,38,google-review-texts/P82626-halliwell-surgery-3.txt,ok_with_visible_reviews,true,Good,https://www.cqc.org.uk/location/1-566712533,https://www.bolton.nhs.uk/gp/halliwell,11/08/2023,N,Halliwell Surgery 3,,,,https://www.nhs.uk/services/gp-surgery/halliwell-surgery-3/P82626
Wyresdale Road Surgery,P82634,BL1 4DN,"46 Wyresdale Road, Bolton, Lancashire",53.5816,-2.45218,01204494133,http://www.drkarimandjames-authe.nhs.uk,True,,False,,,,,,,,,0,Bolton central supplemental search,1,,,,,,,,,,,,3995,nhs_monthly_direct,,,,,2.7,9,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Wyresdale+Road+Medical+Centre/@53.582136,-2.4544648,17z/data=!4m12!1m2!2m1!1sWyresdale+Road+Surgery+BL1+4DN!3m8!1s0x487ba70a015ed715:0xf7f55703585e1ad5!8m2!3d53.5821373!4d-2.4518168!9m1!1b1!15sCh5XeXJlc2RhbGUgUm9hZCBTdXJnZXJ5IEJMMSA0RE5aICIed3lyZXNkYWxlIHJvYWQgc3VyZ2VyeSBibDEgNGRukgEGZG9jdG9ymgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVEzZGtremRsZDNFQUXgAQD6AQQIThA_!16s%2Fg%2F11j4swt43g?entry=ttu&g_ep=EgoyMDI2MDMxNS4wIKXMDSoASAFQAw%3D%3D",Wyresdale Road Medical Centre,1.0,9,google-review-texts/P82634-wyresdale-road-surgery.txt,ok_with_visible_reviews,true,Good,https://www.cqc.org.uk/location/1-605854619,https://www.ehealthservice.co.uk/bolton/singh,22/11/2017,N,Dr Karim & Dr James-Authe,,,,https://www.nhs.uk/services/gp-surgery/wyresdale-road-surgery/P82634
Dalefield Surgery,P82010,BL1 4JP,"Avondale Health Centre, Avondale Street, Bolton, Lancashire",53.5882,-2.4518,01204357311,http://www.dalefieldsurgery.nhs.uk,True,,False,,,,,,,,,0,Bolton central supplemental search,1,,,,,,,,,,,,7962,nhs_monthly_direct,,,,,2.2,74,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Dalefield+Surgery/@53.588131,-2.4544102,17z/data=!4m12!1m2!2m1!1sDalefield+Surgery+BL1+4JP!3m8!1s0x487ba70c05c9c1ab:0xc1f147ae50eac16a!8m2!3d53.5880682!4d-2.4518671!9m1!1b1!15sChlEYWxlZmllbGQgU3VyZ2VyeSBCTDEgNEpQkgEGZG9jdG9y4AEA!16s%2Fg%2F1td4tv0c?entry=ttu&g_ep=EgoyMDI2MDMxNS4wIKXMDSoASAFQAw%3D%3D",Dalefield Surgery,1.0,74,google-review-texts/P82010-dalefield-surgery.txt,ok_with_visible_reviews,true,Good,https://www.cqc.org.uk/location/1-552935755,https://www.dalefieldsurgery.nhs.uk,02/08/2018,N,Dalefield Surgery,,,,https://www.nhs.uk/services/gp-surgery/dalefield-surgery/P82010
Bolton General Practice,Y02319,BL1 4TH,"2-4 Moor Lane, Bolton, Lancashire",53.5782,-2.43495,01204521000,https://www.ssphealth.com,True,,False,,,,,,,,,0,Bolton central supplemental search,1,,SSP Health,nhs_website_domain_known_group,high,ssphealth.com,10,,,,,,7694,nhs_monthly_direct,,,,,3.9,424,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Bolton+General+Practice/@53.5781129,-2.437713,17z/data=!4m8!3m7!1s0x487ba7ab06faaf79:0x93e94a585979e263!8m2!3d53.5781097!4d-2.4351327!9m1!1b1!16s%2Fg%2F1tgnr67c?entry=ttu&g_ep=EgoyMDI2MDMxNS4wIKXMDSoASAFQAw%3D%3D",Bolton General Practice,1.0,424,google-review-texts/Y02319-bolton-general-practice.txt,ok_with_visible_reviews,true,Outstanding,https://www.cqc.org.uk/location/1-5826059347,https://www.ssphealth.com,20/04/2022,N,SSP Health Primary Care Limited,,,,https://www.nhs.uk/services/gp-surgery/bolton-general-practice/Y02319
Heaton Medical Centre,P82031,BL1 5PU,"2 Lucy Street, Heaton, Bolton",53.588,-2.46831,01204843677,https://www.boltongp.co.uk/,True,,False,,,,,,,,,0,Bolton central supplemental search,1,,,,,,,,,,,,10727,nhs_monthly_direct,,,,,2.6,102,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Heaton+Medical+Centre/@53.5879558,-2.4718407,17z/data=!4m8!3m7!1s0x487ba771213ec077:0x55c5dea9eccb991c!8m2!3d53.5879526!4d-2.4692604!9m1!1b1!16s%2Fg%2F1trxd7gn?entry=ttu&g_ep=EgoyMDI2MDMxNS4wIKXMDSoASAFQAw%3D%3D",Heaton Medical Centre,1.0,102,google-review-texts/P82031-heaton-medical-centre.txt,ok_with_visible_reviews,true,Good,https://www.cqc.org.uk/location/1-599745388,https://www.boltongp.co.uk,07/11/2016,N,Heaton Medical Centre,,,,https://www.nhs.uk/services/gp-surgery/heaton-medical-centre/P82031
Spring House Surgery,P82014,BL1 6AF,"555 Chorley Old Road, Greater Manchester, Bolton, Lancashire",53.5884,-2.46354,01204848411,http://www.springhousesurgery.nhs.uk,True,,False,,,,,,,,,0,Bolton central supplemental search,1,,,,,,,,,,,,6457,nhs_monthly_direct,,,,,4.0,72,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Spring+House+Surgery/@53.5884124,-2.4661191,17z/data=!4m8!3m7!1s0x487ba70915a05209:0xf2535bbe5312e00f!8m2!3d53.5884092!4d-2.4635388!9m1!1b1!16s%2Fg%2F1hc764814?entry=ttu&g_ep=EgoyMDI2MDMxNS4wIKXMDSoASAFQAw%3D%3D",Spring House Surgery,1.0,72,google-review-texts/P82014-spring-house-surgery.txt,ok_with_visible_reviews,true,Good,https://www.cqc.org.uk/location/1-566695855,https://www.springhousesurgery.com,11/01/2019,N,Spring House Surgery,,,,https://www.nhs.uk/services/gp-surgery/spring-house-surgery/P82014
Cornerstone Surgery,P82627,BL1 6AH,"469 Chorley Old Road, Bolton, Lancashire",53.5887,-2.45916,01204325125,http://www.cornerstonesurgery.nhs.uk,True,,False,,,,,,,,,0,Bolton central supplemental search,1,,,,,,,,,,,,4230,nhs_monthly_direct,,,,,4.0,41,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Cornerstone+Surgery/@53.5887349,-2.4618038,17z/data=!4m8!3m7!1s0x487ba70cbea55b27:0x9e197e7fec4dca25!8m2!3d53.5887317!4d-2.4592235!9m1!1b1!16s%2Fg%2F1tfbh8h1?entry=ttu&g_ep=EgoyMDI2MDMxNS4wIKXMDSoASAFQAw%3D%3D",Cornerstone Surgery,1.0,41,google-review-texts/P82627-cornerstone-surgery.txt,ok_with_visible_reviews,true,Good,https://www.cqc.org.uk/location/1-15026763072,https://www.cornerstonesurgery.nhs.uk/index.aspx,02/08/2018,Y,Cornerstone Surgery,,,,https://www.nhs.uk/services/gp-surgery/cornerstone-surgery/P82627
Mandalay Medical Centre,P82023,BL1 7LR,"933 Blackburn Road, Sharples, Bolton, Lancashire",53.6106,-2.4321,01204309206,https://www.mandalaymedicalcentre.nhs.uk/,True,,False,,,,,,,,,0,Bolton central supplemental search,1,,,,,,,,,,,,8580,nhs_monthly_direct,,,,,3.0,68,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Mandalay+Medical+Centre/@53.6114578,-2.4350224,17z/data=!4m8!3m7!1s0x487ba6d8c2193a79:0x3cd940d7048fef33!8m2!3d53.6114546!4d-2.4324421!9m1!1b1!16s%2Fg%2F1wfvm5y0?entry=ttu&g_ep=EgoyMDI2MDMxNS4wIKXMDSoASAFQAw%3D%3D",Mandalay Medical Centre,1.0,68,google-review-texts/P82023-mandalay-medical-centre.txt,ok_with_visible_reviews,true,Good,https://www.cqc.org.uk/location/1-543928782,https://www.ehealthservice.co.uk/bolton/mandalay,12/01/2018,N,Mandalay Medical Centre,,,,https://www.nhs.uk/services/gp-surgery/mandalay-medical-centre/P82023
Drs Karim & James-Authe,P82634001,BL1 8BZ,"575-577 Halliwell Road, Bolton, Lancashire",53.596,-2.45072,01204841154,http://www.drkarimandjames-authe.nhs.uk/,True,,False,,,,,,,,,0,Bolton central supplemental search,1,,,,,,,,,,,,,,3988,P82634,nhs_monthly_parent_ods_fallback,medium,2.5,19,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/D+R+S+Karim+%26+James-authe/@53.5821237,-2.490061,14z/data=!4m12!1m2!2m1!1sDrs+Karim+%26+James-Authe+BL1+8BZ!3m8!1s0x487ba70a0672cd73:0x9b4e258f4237e346!8m2!3d53.5821237!4d-2.4519522!9m1!1b1!15sCh9EcnMgS2FyaW0gJiBKYW1lcy1BdXRoZSBCTDEgOEJakgEGZG9jdG9y4AEA!16s%2Fg%2F11cs5p7gzw?entry=ttu&g_ep=EgoyMDI2MDMxNS4wIKXMDSoASAFQAw%3D%3D",D R S Karim & James-authe,0.5,19,google-review-texts/P82634001-drs-karim-and-james-authe.txt,ok_with_visible_reviews,true,,,,,,,,,,https://www.nhs.uk/services/gp-surgery/drs-karim-and-james-authe/P82634001
Bolton Community Practice,Y03079,BL1 8TT,"Waters Meeting Health Centre, Waters Meeting Road, Bolton, Lancashire",53.5963,-2.43067,01204284822,https://www.boltoncommunitypractice.nhs.uk/,True,,False,,,,,,,,,0,Bolton central supplemental search,1,,,,,,,,,,,,16122,nhs_monthly_direct,,,,,3.1,16,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Bolton+Community+Practice/@53.5822209,-2.5520764,12z/data=!3m1!5s0x487ba6e3aba7d379:0x795219b11197176d!4m12!1m2!2m1!1sBolton+Community+Practice+BL1+8TT!3m8!1s0x487b090d706eb09b:0xf397c34976c52103!8m2!3d53.595917!4d-2.4294711!9m1!1b1!15sCiFCb2x0b24gQ29tbXVuaXR5IFByYWN0aWNlIEJMMSA4VFSSARdjb21tdW5pdHlfaGVhbHRoX2NlbnRlcuABAA!16s%2Fg%2F11h00dqrn?entry=ttu&g_ep=EgoyMDI2MDMxNS4wIKXMDSoASAFQAw%3D%3D",Bolton Community Practice,1.0,16,google-review-texts/Y03079-bolton-community-practice.txt,ok_with_visible_reviews,true,Outstanding,https://www.cqc.org.uk/location/1-562020466,https://www.boltoncommunitypractice.nhs.uk,01/12/2016,N,Bolton Community Practice C.I.C.,,,,https://www.nhs.uk/services/gp-surgery/bolton-community-practice/Y03079
Burnside Surgery,P82025,BL1 8TT,"Waters Meeting Road, Bolton, Lancashire",53.5904,-2.42776,01204462930,http://www.ehealthservice.co.uk/bolton/burnside/,True,,False,,,,,,,,,0,Bolton central supplemental search,1,,ehealthservice.co.uk,nhs_website_domain_shared,medium,ehealthservice.co.uk,2,,,,,,4423,nhs_monthly_direct,,,,,2.3,33,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Burnside+Surgery/@53.5960611,-2.4322218,17z/data=!3m1!5s0x487ba6e3aba7d379:0x795219b11197176d!4m8!3m7!1s0x487ba6fcf5f4ad87:0x7acb89449193a878!8m2!3d53.5960579!4d-2.4296415!9m1!1b1!16s%2Fg%2F1vlz9xk9?entry=ttu&g_ep=EgoyMDI2MDMxNS4wIKXMDSoASAFQAw%3D%3D",Burnside Surgery,1.0,33,google-review-texts/P82025-burnside-surgery.txt,ok_with_visible_reviews,true,Good,https://www.cqc.org.uk/location/1-558964369,,22/11/2018,N,Burnside Surgery,,,,https://www.nhs.uk/services/gp-surgery/burnside-surgery/P82025
Charlotte Street Surgery,P82625,BL1 8TT,"Waters Meeting Road, Bolton, Lancashire",53.5904,-2.42776,01204462966,,True,,False,,,,,,,,,0,Bolton central supplemental search,1,,,,,,,,,,,,2356,nhs_monthly_direct,,,,,2.3,33,Google Maps direct search,"https://www.google.com/maps/place/Charlotte+Street+Surgery/@53.5923122,-2.4233743,17z/data=!3m1!4b1!4m6!3m5!1s0x487ba6fab9215555:0x37ced0771fd38edd!8m2!3d53.592309!4d-2.420794!16s%2Fg%2F11j7l6x25f?entry=ttu&g_ep=EgoyMDI2MDMxOC4xIKXMDSoASAFQAw%3D%3D",Charlotte Street Surgery,1.0,,,ok_no_review_panel,true,Good,https://www.cqc.org.uk/location/1-494230234,,16/04/2019,N,Dr Nasima Sidda,,,,https://www.nhs.uk/services/gp-surgery/charlotte-street-surgery/P82625
Crompton View Surgery,P82607,BL1 8UP,"Crompton Health Centre, 501 Crompton Way, Bolton, Lancashire",53.5975,-2.41521,01204463090,http://www.cromptonviewsurgery.co.uk,True,,False,,,,,,,,,0,Bolton central supplemental search,1,,,,,,,,,,,,6045,nhs_monthly_direct,,,,,5.0,7,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Crompton+View+Surgery/@53.5975312,-2.4177449,17z/data=!3m1!5s0x487ba6eec1e669f1:0xa274eb758a1fde27!4m8!3m7!1s0x487ba6eec1eaaaab:0x6e235eff488da8f!8m2!3d53.597528!4d-2.4151646!9m1!1b1!16s%2Fg%2F11h7s4btv2?entry=ttu&g_ep=EgoyMDI2MDMxNS4wIKXMDSoASAFQAw%3D%3D",Crompton View Surgery,1.0,7,google-review-texts/P82607-crompton-view-surgery.txt,ok_with_visible_reviews,true,Good,https://www.cqc.org.uk/location/1-552743095,,11/09/2017,N,Crompton View Surgery,,,,https://www.nhs.uk/services/gp-surgery/crompton-view-surgery/P82607
The Oaks Family Practice,P82021,BL1 8UP,"501 Crompton Way, Bolton",53.5975,-2.41521,01204284600,https://www.theoaksfamilypractice.co.uk,True,,False,,,,,,,,,0,Bolton central supplemental search,1,,,,,,,,,,,,6964,nhs_monthly_direct,,,,,2.9,33,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/The+Oaks+Family+Practice/@53.5975312,-2.4177449,17z/data=!3m1!5s0x487ba6eec1e669f1:0xa274eb758a1fde27!4m8!3m7!1s0x487ba6eec1eaaaab:0x26f2708abdcc3255!8m2!3d53.597528!4d-2.4151646!9m1!1b1!16s%2Fg%2F11lky54dnl?entry=ttu&g_ep=EgoyMDI2MDMxNS4wIKXMDSoASAFQAw%3D%3D",The Oaks Family Practice,1.0,33,google-review-texts/P82021-the-oaks-family-practice.txt,ok_with_visible_reviews,true,Good,https://www.cqc.org.uk/location/1-540505611,https://www.theoaksfamilypractice.co.uk,19/12/2016,N,The Oaks Family Practice,,,,https://www.nhs.uk/services/gp-surgery/the-oaks-family-practice/P82021
Bradford Street Surgery,P82033,BL2 1HT,"65 Bradford Street, Bolton, Lancashire",53.5768,-2.41821,01204521061,https://www.thesurgerybradfordstreet.nhs.uk/,True,,False,,,,,,,,,0,Bolton central supplemental search,1,,,,,,,,,,,,1996,nhs_monthly_direct,,,,,3.8,4,Google Maps direct search with visible recent reviews (weak name match),"https://www.google.com/maps/place/The+Surgery/@53.5775104,-2.41929,17z/data=!4m8!3m7!1s0x487ba6598febe633:0x9379d14858bd7d16!8m2!3d53.5775072!4d-2.4167097!9m1!1b1!16s%2Fg%2F1yh9v0bp1?entry=ttu&g_ep=EgoyMDI2MDMxNS4wIKXMDSoASAFQAw%3D%3D",The Surgery,,4,google-review-texts/P82033-bradford-street-surgery.txt,ok_with_visible_reviews,true,Requires improvement,https://www.cqc.org.uk/location/1-545708865,https://www.thesurgerybradfordstreet.nhs.uk,30/07/2021,N,Bradford Street Surgery,,,,https://www.nhs.uk/services/gp-surgery/bradford-street-surgery/P82033
Tonge Moor Health Centre,P82016001,BL2 2LW,"Tonge Moor Health Centre, Thicketford Road, Tonge Moor, Bolton, Lancashire",53.5891,-2.40904,01204300033,https://www.harwoodgrouppractice.co.uk/,True,,False,,,,,,,,,0,Bolton central supplemental search,1,,,,,,,,,,,,,,12093,P82016,nhs_monthly_parent_ods_fallback,medium,2.9,30,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Tonge+Moor+Health+Centre/@53.5890148,-2.4124389,17z/data=!4m8!3m7!1s0x487ba6f39a3e3dad:0x4b9f60cee9cd769d!8m2!3d53.5890116!4d-2.4098586!9m1!1b1!16s%2Fg%2F1wk6z9l7?entry=ttu&g_ep=EgoyMDI2MDMxNS4wIKXMDSoASAFQAw%3D%3D",Tonge Moor Health Centre,1.0,30,google-review-texts/P82016001-tonge-moor-health-centre.txt,ok_with_visible_reviews,true,,,,,,,,,,https://www.nhs.uk/services/gp-surgery/tonge-moor-health-centre/P82016001
