practice_name,canonical_code,postcode,street_address,telephone,email,website_url,nhs_profile_url,latitude,longitude,accepting_new_patients,country,nation,source_type,ods_primary_role_id,ods_primary_role_description,ods_active_roles,ods_org_link,last_change_date,registered_patient_count,registered_patient_count_source,registered_patient_count_source_url,registered_patient_count_snapshot,patient_survey_name,patient_survey_status,patient_survey_level,patient_survey_url,patient_survey_note,google_maps_query
NICHOLL STREET MEDICAL CENTRE,W98020,SA1 4HF,"NICHOLL ST MEDICAL CENTR, 33 NICHOLL STREET, SWANSEA",01792 653548,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W98020,2023-08-22,3759,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",NICHOLL STREET MEDICAL CENTRE SA1 4HF
BRUNSWICK HEALTH CENTRE,W98024,SA1 4JL,"PHILLIPS PARADE, SWANSEA",01792 643001,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W98024,2025-09-25,6014,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",BRUNSWICK HEALTH CENTRE SA1 4JL
KINGSWAY SURGERY,W98027,SA1 5LF,"37 THE KINGSWAY, SWANSEA",01792 650716,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W98027,2023-08-22,12259,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",KINGSWAY SURGERY SA1 5LF
MAYHILL SURGERY,W98015,SA1 6TD,"MOUNTAIN VIEW HEALTH CENTRE, 51 MAYHILL ROAD, SWANSEA",01792 957600,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W98015,2023-08-22,5992,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",MAYHILL SURGERY SA1 6TD
ST. THOMAS SURGERY,W98016,SA1 8LH,"YSGOL STREET, PORT TENNANT, SWANSEA",01792 653992,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W98016,2023-08-22,8875,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",ST. THOMAS SURGERY SA1 8LH
HARBOURSIDE HEALTH CENTRE,W98056,SA1 8QY,"BEACON CENTRE FOR HEALTH, LANGDON ROAD, SWANSEA",01792 481456,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W98056,2023-08-22,7324,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",HARBOURSIDE HEALTH CENTRE SA1 8QY
THE BEACON CENTRE FOR HEALTH,W98057,SA1 8QY,"SA1 MEDICAL CENTRE, LANGDON ROAD, SWANSEA",01792 481444,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W98057,2023-08-22,8613,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",THE BEACON CENTRE FOR HEALTH SA1 8QY
TABERNACLE SURGERY,W98048,SA10 6UF,"4 TABERNACLE STREET, SKEWEN, NEATH",01792 817009,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W98048,2023-08-22,5146,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",TABERNACLE SURGERY SA10 6UF
SKEWEN MEDICAL CENTRE,W98010,SA10 6UH,"QUEENS ROAD, SKEWEN, NEATH",01792 812316,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W98010,2023-08-22,9091,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",SKEWEN MEDICAL CENTRE SA10 6UH
DULAIS VALLEY PRIM CARE CENTRE,W98030,SA10 9EY,"DULAIS VALLEY PRIMARY CARE, DULAIS ROAD, NEATH",01639 701660,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W98030,2025-05-14,6002,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",DULAIS VALLEY PRIM CARE CENTRE SA10 9EY
VICTORIA GARDENS SURGERY,W98036,SA11 1HW,"VICTORIA GARDENS, NEATH",01639 643786,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W98036,2023-08-22,7790,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",VICTORIA GARDENS SURGERY SA11 1HW
QUAYS MEDICAL PRACTICE,W98040,SA11 2FP,"BRITON FERRY HEALTH CENTRE, BRUNEL WAY, BAGLAN ENERGY PARK, NEATH",01639 825265,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W98040,2025-12-02,6056,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",QUAYS MEDICAL PRACTICE SA11 2FP
WATERSIDE MEDICAL PRACTICE,W00144,SA11 2FP,"BRITON FERRY HEALTH CENTR, BRUNEL WAY, NEATH",01639 813272,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W00144,2023-08-22,20891,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",WATERSIDE MEDICAL PRACTICE SA11 2FP
HEALTH CENTRE,W98002,SA11 3AW,"DYFED ROAD HEALTH CENTRE, DYFED ROAD, NEATH",01639 635331,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W98002,2023-08-22,10811,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",HEALTH CENTRE SA11 3AW
CASTLE SURGERY,W98006,SA11 3EW,"1 PRINCE OF WALES DRIVE, NEATH",016396 22050,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W98006,2023-08-22,9940,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",CASTLE SURGERY SA11 3EW
VALE OF NEATH PRACTICE,W98046,SA11 5AT,"VALE OF NEATH MEDICAL CENTRE, GLYNNEATH ROAD, NEATH",01639 509050,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W98046,2025-06-26,9469,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",VALE OF NEATH PRACTICE SA11 5AT
FAIRFIELD MEDICAL CENTRE,W98032,SA12 7BJ,"FAIRFIELD SURGERY, PORT TALBOT RESOURCE CENTRE, PORT TALBOT",01639 500590,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W98032,2023-08-22,7966,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",FAIRFIELD MEDICAL CENTRE SA12 7BJ
KINGS SURGERY,W98041,SA12 7BJ,"PRIMARY CARE RESOURCE CENTRE, MOOR ROAD, PORT TALBOT",01639 821489,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W98041,2023-08-22,6497,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",KINGS SURGERY SA12 7BJ
RIVERSIDE SURGERY,W98035,SA12 7BJ,"PORT TALBOT RESOURCE CENTRE, MOOR ROAD, PORT TALBOT",01639 813868,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W98035,2025-11-13,9229,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",RIVERSIDE SURGERY SA12 7BJ
CWMAVON HEALTH CENTRE,W98019,SA12 9PY,"PENLLYN, CWMAVON, PORT TALBOT",01639 871071,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W98019,2023-08-22,,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",CWMAVON HEALTH CENTRE SA12 9PY
MOUNT SURGERY,W98031,SA13 2BN,"MARGAM ROAD, PORT TALBOT",0844 4778975,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W98031,2023-08-22,11526,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",MOUNT SURGERY SA13 2BN
THE HEALTH CENTRE,W98017,SA13 3DP,"WAUN AVENUE, GLYNCORRWG, PORT TALBOT",01639 850345,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W98017,2025-02-13,2737,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",THE HEALTH CENTRE SA13 3DP
MEDDYGFA'R TYMBL,W92035,SA14 6SU,"AMMAN TAWE PARTNERSHIP, CROSS HANDS HEALTH CENTRE, LLANELLI",01269 841289,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W92035,2024-05-02,6881,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",MEDDYGFA'R TYMBL SA14 6SU
MEDDYGFA PENYGROES,W92051,SA14 7RP,"BRIDGE STREET, PENYGROES, LLANELLI",01269 506930,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W92051,2023-12-20,9092,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",MEDDYGFA PENYGROES SA14 7RP
LLANGENNECH SURGERY,W92048,SA14 8TU,"PARK LANE, LLANGENNECH, LLANELLI",01554 820287,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W92048,2023-08-22,4175,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",LLANGENNECH SURGERY SA14 8TU
LLWYNHENDY HEALTH CENTRE,W00134,SA14 9BN,"LLWYNHENDY ROAD, LLANELLI",01554 779890,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W00134,2023-08-22,11451,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",LLWYNHENDY HEALTH CENTRE SA14 9BN
AVENUE VILLA SURGERY,W92037,SA15 2TJ,"BRYNMOR ROAD, LLANELLI",01554 774401,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W92037,2023-08-22,9511,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",AVENUE VILLA SURGERY SA15 2TJ
FAIRFIELD SURGERY,W92021,SA15 3AE,"1 PARK CRESCENT, LLANELLI",01554 773133,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W92021,2023-08-22,7842,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",FAIRFIELD SURGERY SA15 3AE
TY ELLI GROUP PRACTICE,W92052,SA15 3BD,"VAUXHALL, LLANELLI",01554 772678,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W92052,2023-08-22,14081,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",TY ELLI GROUP PRACTICE SA15 3BD
ASH GROVE MEDICAL CENTRE,W00133,SA15 3JH,"THOMAS STREET, LLANELLI",01554 780900,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W00133,2023-08-22,8035,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",ASH GROVE MEDICAL CENTRE SA15 3JH
COALBROOK SURGERY,W92046,SA15 5HU,"COALBROOK ROAD, PONTYBEREM, LLANELLI",01269 506960,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W92046,2024-05-15,4944,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",COALBROOK SURGERY SA15 5HU
MEDDYGFA'R SARN,W92013,SA15 5TR,"12 HEOL Y MEINCIAU, PONTYATES, LLANELLI",01269 860348,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W92013,2023-08-22,4346,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",MEDDYGFA'R SARN SA15 5TR
MEDDYGFA TYWYN BACH,W92031,SA16 0BN,"PARC Y MINOS STREET, BURRY PORT",01554 832240,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W92031,2023-08-22,7464,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",MEDDYGFA TYWYN BACH SA16 0BN
MEDDYGFA MINAFON,W92003,SA17 4UL,"HILLFIELD VILLAS, KIDWELLY",01554 890234,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W92003,2023-08-22,8539,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",MEDDYGFA MINAFON SA17 4UL
AMMAN TAWE PARTNERSHIP,W00142,SA18 1EG,"1 GRAIG ROAD, GWAUN CAE GURWEN, AMMANFORD",01269 822231,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W00142,2023-08-22,6443,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",AMMAN TAWE PARTNERSHIP SA18 1EG
BRYNTEG SURGERY,W92036,SA18 2DA,"BRYNMAWR AVENUE, AMMANFORD",01269 592058,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W92036,2023-08-22,10871,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",BRYNTEG SURGERY SA18 2DA
MARGARET STREET PRACTICE,W92040,SA18 2PJ,"MARGARET STREET, AMMANFORD",01269 592777,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W92040,2024-08-14,9497,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",MARGARET STREET PRACTICE SA18 2PJ
MEDDYGFA TEILO,W92009,SA19 6HN,"CRESCENT ROAD, LLANDEILO",01558 823435,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W92009,2025-12-02,9744,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",MEDDYGFA TEILO SA19 6HN
THE GROVE MEDICAL CENTRE,W98023,SA2 0GU,"6 UPLANDS TERRACE, UPLANDS, SWANSEA",01792 643000,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W98023,2023-08-22,8623,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",THE GROVE MEDICAL CENTRE SA2 0GU
UPLANDS & MUMBLES SURGERY,W98049,SA2 0LJ,"46-48 SKETTY ROAD, SWANSEA",01792 298554,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W98049,2023-08-22,10389,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",UPLANDS & MUMBLES SURGERY SA2 0LJ
UNIVERSITY HEALTH CENTRE,W98053,SA2 8PG,"PENMAEN RESIDENCES, SINGLETON PARK, SWANSEA",01792 295321,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W98053,2023-08-22,7148,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",UNIVERSITY HEALTH CENTRE SA2 8PG
SKETTY & KILLAY MEDICAL CENTRE,W98021,SA2 9EA,"SKETTY SURGERY, DE LA BECHE ROAD, SWANSEA",01792 206862,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W98021,2023-08-22,22147,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",SKETTY & KILLAY MEDICAL CENTRE SA2 9EA
LLANFAIR SURGERY,W92055,SA20 0HY,"LLANFAIR ROAD, LLANDOVERY",01550 720648,,,,,,,WALES,wales,ods_gp_practice,RO177,PRESCRIBING COST CENTRE,"RO177,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/W92055,2023-08-22,5609,statswales_hlth0426,https://statswales.gov.wales/Download/File?fileName=HLTH0426.zip,202504,People's Experience Survey,equivalent_identified_not_yet_wired,national_framework,https://www.gov.wales/peoples-experience-framework,"Primary-care patient-experience framework exists, but this builder does not yet pull a practice-level Wales survey feed.",LLANFAIR SURGERY SA20 0HY
