practice_name,canonical_code,postcode,street_address,telephone,email,website_url,nhs_profile_url,latitude,longitude,accepting_new_patients,country,nation,source_type,ods_primary_role_id,ods_primary_role_description,ods_active_roles,ods_org_link,last_change_date,registered_patient_count,registered_patient_count_source,registered_patient_count_source_url,registered_patient_count_snapshot,google_maps_query
PARK ROAD PRACTICE,S21760,KY11 2SE,"PARK ROAD SURGERY, PARK ROAD, DUNFERMLINE",01383 418931,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S21760,2023-01-16,6091,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,PARK ROAD PRACTICE KY11 2SE
HMS CALEDONIA ROSYTH,S22052,KY11 2XH,"HILTON ROAD, ROSYTH, DUNFERMLINE",01383 425412,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO72",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S22052,2023-01-16,,,,,HMS CALEDONIA ROSYTH KY11 2XH
PRIMROSE LANE MEDICAL CENTRE,S21755,KY11 2ZL,"3-5 JUTLAND STREET, ROSYTH, DUNFERMLINE",01383 414874,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S21755,2023-01-16,10003,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,PRIMROSE LANE MEDICAL CENTRE KY11 2ZL
HOSPITAL HILL SURGERY,S20471,KY11 3BA,"7 IZATT AVENUE, DUNFERMLINE",01383 731721,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S20471,2023-01-16,8498,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,HOSPITAL HILL SURGERY KY11 3BA
CHARLESTOWN SURGERY,S21308,KY11 3ED,"THE SURGERY, MAIN ROAD, DUNFERMLINE",01383 872201,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S21308,2023-01-16,2740,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,CHARLESTOWN SURGERY KY11 3ED
MILLHILL SURGERY,S20485,KY11 4JW,"87 WOODMILL STREET, DUNFERMLINE",01383 621222,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S20485,2023-01-16,9557,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,MILLHILL SURGERY KY11 4JW
LINBURN ROAD HEALTH CENTRE,S20502,KY11 4LT,"124 NITH STREET, DUNFERMLINE",01383 733490,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S20502,2023-01-17,9057,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,LINBURN ROAD HEALTH CENTRE KY11 4LT
NETHERTOWN SURGERY,S20451,KY11 4TF,"ELLIOT STREET, DUNFERMLINE",01383 623516,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S20451,2023-01-16,11028,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,NETHERTOWN SURGERY KY11 4TF
FIFE CONSTABULARY,S21859,KY11 4UW,"PHARMACY SERVICES PENTLAND HOUSE, LYNEBANK HOSPITAL, DUNFERMLINE",,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO72",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S21859,2022-08-18,,,,,FIFE CONSTABULARY KY11 4UW
SMOKING CESSATION CLINIC,S22000,KY11 4UW,"WEST FIFE LHCC, HOUSE 4 LYNEBANK HOSPITAL, DUNFERMLINE",,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO72",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S22000,2022-08-18,,,,,SMOKING CESSATION CLINIC KY11 4UW
PHARMACY FIRST PLUS,S24908,KY11 8JH,"LYNEBANK HOSPITAL, HALBEATH ROAD, DUNFERMLINE",01383 565432,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO72",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S24908,2023-05-16,,,,,PHARMACY FIRST PLUS KY11 8JH
PHARMACY PRESCRIBING SUPPORT NURSE,S24965,KY11 8JH,"ROOM 10 THERAPY CORRIDER, LYNEBANK HOSPITAL, DUNFERMLINE",01383 565211,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO72",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S24965,2022-11-18,,,,,PHARMACY PRESCRIBING SUPPORT NURSE KY11 8JH
BELLYEOMAN SURGERY,S20490,KY12 0AE,"BELLYEOMAN ROAD, DUNFERMLINE",01383 721266,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S20490,2023-01-16,11330,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,BELLYEOMAN SURGERY KY12 0AE
NEW PARK MEDICAL PRACTICE,S20466,KY12 0BL,"163 ROBERTSON ROAD, DUNFERMLINE",01383 629200,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S20466,2023-01-16,12189,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,NEW PARK MEDICAL PRACTICE KY12 0BL
CARNEGIE UNIT,S22048,KY12 0SU,"QUEEN MARGARET HOSPITAL, WHITEFIELD ROAD, DUNFERMLINE",,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO72",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S22048,2022-10-10,,,,,CARNEGIE UNIT KY12 0SU
MSK GP APP SERVICE,S24881,KY12 0SU,"PHYSIOTHERAPY DEPARTMENT, QUEEN MARGARET HOSPITAL, DUNFERMLINE",,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO72",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S24881,2025-04-23,,,,,MSK GP APP SERVICE KY12 0SU
PALLIATIVE SPECIALIST NURSE PRESCRIBER,S24951,KY12 0SU,"INPATIENTS (W DIVISION) & PALL CARE, ROOM 2SA.8 (POD), DIR OFFICES, DUNFERMLINE",,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO72",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S24951,2022-10-11,,,,,PALLIATIVE SPECIALIST NURSE PRESCRIBER KY12 0SU
UCSF PARAMEDIC,S24931,KY12 0SU,"QUEEN MARGARET HOSPITAL, WHITEFIELD ROAD, DUNFERMLINE",01592 226440,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S24931,2023-01-16,,,,,UCSF PARAMEDIC KY12 0SU
URGENT CARE SERVICES FIFE,S21971,KY12 0SU,"QUEEN MARGARET HOSPITAL, WHITEFIELD ROAD, DUNFERMLINE",01592 740240,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO72",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S21971,2022-08-18,,,,,URGENT CARE SERVICES FIFE KY12 0SU
VALLEYFIELD MEDICAL PRACTICE,S20729,KY12 8SJ,"THE HEALTH CENTRE, CHAPEL STREET, DUNFERMLINE",01383 880511,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S20729,2023-01-16,3866,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,VALLEYFIELD MEDICAL PRACTICE KY12 8SJ
OAKLEY MEDICAL PRACTICE,S21613,KY12 9QH,"OAKLEY HEALTH CENTRE, WARDLAW WAY, DUNFERMLINE",01383 850212,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S21613,2023-01-16,8914,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,OAKLEY MEDICAL PRACTICE KY12 9QH
ORWELL PRACTICE,S13496,KY13 8FP,"LOCH LEVEN HEALTH CENTRE, MUIRS, KINROSS",01577 862112,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S13496,2022-08-18,5065,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,ORWELL PRACTICE KY13 8FP
ST SERF'S PRACTICE,S13481,KY13 8FP,"LOCH LEVEN HEALTH CENTRE, MUIRS, KINROSS",01577 862112,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S13481,2022-08-18,9692,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,ST SERF'S PRACTICE KY13 8FP
NEWBURGH SURGERY,S21558,KY14 6DA,"ST. KATHERINES MEWS, NEWBURGH, CUPAR",01337 840462,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S21558,2023-01-16,4065,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,NEWBURGH SURGERY KY14 6DA
AUCHTERMUCHTY PRACTICE,S20057,KY14 7AW,"AUCHTERMUCHTY HEALTH CENTRE, 12 CARSWELL WYND, CUPAR",01337 828262,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S20057,2023-01-16,5618,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,AUCHTERMUCHTY PRACTICE KY14 7AW
EDEN VILLA PRACTICE,S20409,KY15 4JG,"THE HEALTH CENTRE, BANK STREET, CUPAR",01334 651223,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S20409,2022-10-10,7288,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,EDEN VILLA PRACTICE KY15 4JG
BANK STREET MEDICAL GROUP,S20413,KY15 4JN,"THE HEALTH CENTRE, BANK STREET, CUPAR",01334 651201,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S20413,2022-08-18,8058,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,BANK STREET MEDICAL GROUP KY15 4JN
HOWE OF FIFE SURGERY,S21101,KY15 7JS,"27 COMMERCIAL ROAD, LADYBANK, CUPAR",01337 830765,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S21101,2023-01-16,4702,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,HOWE OF FIFE SURGERY KY15 7JS
PITCAIRN PRACTICE LEUCHARS & BALMULLO,S21204,KY16 0DZ,"BALMULLO SURGERY, 1 PITCAIRN DRIVE, ST. ANDREWS",01334 839210,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S21204,2023-01-16,5526,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,PITCAIRN PRACTICE LEUCHARS & BALMULLO KY16 0DZ
MINISTRY OF DEFENCE,S22029,KY16 0JX,"MEDICAL CENTRE, LEUCHARS STATION, ST. ANDREWS",,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO72",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S22029,2022-10-10,,,,,MINISTRY OF DEFENCE KY16 0JX
BLACKFRIARS MEDICAL PRACTICE,S21825,KY16 8AR,"ST ANDREWS COMMUNITY HOSPITAL, 82 LARGO ROAD, ST. ANDREWS",01334 477477,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S21825,2023-01-16,9832,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,BLACKFRIARS MEDICAL PRACTICE KY16 8AR
PIPELAND MEDICAL PRACTICE,S21830,KY16 8AR,"ST ANDREWS COMMUNITY HOSPITAL, 82 LARGO ROAD, ST. ANDREWS",01334 476840,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S21830,2023-01-16,15067,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,PIPELAND MEDICAL PRACTICE KY16 8AR
UCSF PARAMEDIC,S24912,KY16 8AR,"ST ANDREWS COMMUNITY HOSPITAL, 82 LARGO ROAD, ST. ANDREWS",01592 226413,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S24912,2023-01-16,,,,,UCSF PARAMEDIC KY16 8AR
URGENT CARE SERVICES FIFE,S21952,KY16 8AR,"ST ANDREWS COMMUNITY HOSPITAL, 82 LARGO ROAD, ST. ANDREWS",01592 740240,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO72",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S21952,2023-01-16,,,,,URGENT CARE SERVICES FIFE KY16 8AR
DIRECT PATIENT CARE SERVICE,S22033,KY2 5AH,"VICTORIA HOSPITAL, HAYFIELD ROAD, KIRKCALDY",01592 643355,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO72",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S22033,2023-01-16,,,,,DIRECT PATIENT CARE SERVICE KY2 5AH
UCSF PARAMEDIC,S24927,KY2 5AH,"VICTORIA HOSPITAL, HAYFIELD ROAD, KIRKCALDY",01592 226440,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S24927,2023-01-16,,,,,UCSF PARAMEDIC KY2 5AH
URGENT CARE SERVICES FIFE,S21967,KY2 5AH,"VICTORIA HOSPITAL, HAYFIELD ROAD, KIRKCALDY",01592 740240,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO72",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S21967,2022-08-18,,,,,URGENT CARE SERVICES FIFE KY2 5AH
BENNOCHY MEDICAL CENTRE,S20979,KY2 5RB,"65 BENNOCHY ROAD, KIRKCALDY",01592 263332,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S20979,2023-01-16,9801,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,BENNOCHY MEDICAL CENTRE KY2 5RB
BURNTISLAND MEDICAL GROUP,S20151,KY3 9DF,"74 SOMERVILLE STREET, BURNTISLAND",01592 872761,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S20151,2025-08-26,5534,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,BURNTISLAND MEDICAL GROUP KY3 9DF
THE LINKS PRACTICE,S20184,KY3 9DF,"THE HEALTH CENTRE, 74 SOMERVILLE STREET, BURNTISLAND",01592 873321,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S20184,2023-01-16,1914,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,THE LINKS PRACTICE KY3 9DF
KINGHORN MEDICAL PRACTICE,S20907,KY3 9RT,"ROSSLAND PLACE, KINGHORN, BURNTISLAND",01592 890217,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S20907,2023-01-16,3235,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,KINGHORN MEDICAL PRACTICE KY3 9RT
KELTY MEDICAL PRACTICE,S20803,KY4 0AE,"KELTY HEALTH CENTRE, 80 MAIN STREET, KELTY",01383 831281,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S20803,2022-08-18,7242,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,KELTY MEDICAL PRACTICE KY4 0AE
CROSSGATES MEDICAL PRACTICE,S20358,KY4 8DF,"94 MAIN STREET, CROSSGATES, COWDENBEATH",01383 511398,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S20358,2023-01-16,4214,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,CROSSGATES MEDICAL PRACTICE KY4 8DF
COWDENBEATH SURGERY,S20305,KY4 9DH,"COWDENBEATH MEDICAL PRACTICE, 173 STENHOUSE STREET, COWDENBEATH",01383 518500,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S20305,2022-08-18,11628,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,COWDENBEATH SURGERY KY4 9DH
WALLSGREEN MEDICAL PRACTICE,S20254,KY5 0JE,"THE HEALTH CENTRE, WALLSGREEN ROAD, LOCHGELLY",01592 722440,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S20254,2023-01-17,2894,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,WALLSGREEN MEDICAL PRACTICE KY5 0JE
BENARTY MEDICAL PRACTICE,S21421,KY5 8DA,"54-58 LOCHLEVEN ROAD, LOCHORE, LOCHGELLY",01592 860463,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S21421,2023-01-16,4778,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,BENARTY MEDICAL PRACTICE KY5 8DA
DR K THOMPSON,S21440,KY5 9QZ,"THE HEALTH CENTRE, DAVID STREET, LOCHGELLY",01592 782954,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S21440,2023-01-16,2262,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,DR K THOMPSON KY5 9QZ
LOCHGELLY MEDICAL PRACTICE,S21469,KY5 9QZ,"THE HEALTH CENTRE, DAVID STREET, LOCHGELLY",01592 780277,,,,,,,SCOTLAND,scotland,ods_scottish_gp_practice,RO227,SCOTTISH GP PRACTICE,"RO227,RO76",https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/S21469,2023-01-16,3400,nhs_scotland_gp_practice_contact_details_and_list_sizes,https://www.opendata.nhs.scot/dataset/f23655c3-6e23-4103-a511-a80d998adb90/resource/ceddbf27-0686-4f4b-b9a2-0090d28c3864/download/practice_contact_details_20260101_opendata.csv,20260101,LOCHGELLY MEDICAL PRACTICE KY5 9QZ
