practice_name,canonical_code,postcode,street_address,latitude,longitude,telephone,website_url,accepting_new_patients,gtd_managed,gtd_site_name,gtd_site_url,nearby_to_gtd_anchors,nearby_anchor_count,source_search_centers,source_search_center_count,min_distance_to_gtd_anchor_miles,management_company_name,management_company_source,management_company_confidence,management_company_domain,management_company_group_size,google_review_score,google_review_count,google_review_source_note,google_review_source_url,google_maps_title,google_maps_match_score,google_recent_reviews_captured,google_review_text_file,trustpilot_score,trustpilot_review_count,trustpilot_source_url,nhs_profile_url
Oldham Medical Services,P85012,OL8 3HF,"Langham House, 368 Ashton Road, Oldham, Lancashire",53.5253,-2.11122,01613572270,https://www.oldhammedicalservices.co.uk,True,False,,,"Ashton GP Service, Droylsden Medical Practice, Gordon Street Medical Centre, Lindley Medical Practice, Millbrook Medical Practice, Mossley Medical Practice",6,"Ashton GP Service, Droylsden Medical Practice, Gordon Street Medical Centre, Lindley Medical Practice, Millbrook Medical Practice, Mossley Medical Practice",6,1.3,,,,,,2.2,88,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Oldham+Medical+Services/@53.5258407,-2.1114709,17z/data=!4m8!3m7!1s0x487bb77564d4a2b3:0xb07f3c6bdb043f0d!8m2!3d53.5258407!4d-2.1114709!9m1!1b1!16s%2Fg%2F12cnz2_dg?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Oldham Medical Services,1.0,10,google-review-texts/P85012-oldham-medical-services.txt,,,,https://www.nhs.uk/services/gp-surgery/oldham-medical-services/P85012
Hollinwood Medical Practice,Y02933,OL8 3TR,"1 Clive Street, Oldham, Lancashire",53.5221,-2.12764,01613572070,http://www.hollinwoodpractice.org.uk,True,False,,,"Ashton GP Service, Charlestown Medical Practice, Droylsden Medical Practice, Gordon Street Medical Centre, Lindley Medical Practice, Millbrook Medical Practice, Mossley Medical Practice, Simpson Medical Practice",8,"Ashton GP Service, Charlestown Medical Practice, Droylsden Medical Practice, Gordon Street Medical Centre, Lindley Medical Practice, Millbrook Medical Practice, Mossley Medical Practice, Simpson Medical Practice",8,1.563,,,,,,3.6,165,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Hollinwood+Medical+Practice/@53.5221436,-2.1276462,17z/data=!4m8!3m7!1s0x487bb713476741e5:0x643271d8431aaf3a!8m2!3d53.5221436!4d-2.1276462!9m1!1b1!16s%2Fg%2F1tfgjc9s?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Hollinwood Medical Practice,1.0,10,google-review-texts/Y02933-hollinwood-medical-practice.txt,,,,https://www.nhs.uk/services/gp-surgery/hollinwood-medical-practice/Y02933
Littletown Family Med Pract,P85605,OL8 4LR,"53 Manchester Road, Oldham, Lancashire",53.5291,-2.13428,01616245457,http://www.littletownfamilymedical.nhs.uk,True,False,,,"Ashton GP Service, Charlestown Medical Practice, Droylsden Medical Practice, Gordon Street Medical Centre, Lindley Medical Practice, Mossley Medical Practice, Simpson Medical Practice",7,"Ashton GP Service, Charlestown Medical Practice, Droylsden Medical Practice, Gordon Street Medical Centre, Lindley Medical Practice, Mossley Medical Practice, Simpson Medical Practice",7,1.241,,,,,,3.1,72,Google Maps direct search with visible recent reviews (weak name match),"https://www.google.com/maps/place/Little+Town+Family+Medical+Practice/@53.5291775,-2.1344148,17z/data=!4m8!3m7!1s0x487bb741d7c3a51b:0xd09ba6c4ec44a922!8m2!3d53.5291775!4d-2.1344148!9m1!1b1!16s%2Fg%2F1hc28crc_?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Little Town Family Medical Practice,0.25,10,google-review-texts/P85605-littletown-family-med-pract.txt,,,,https://www.nhs.uk/services/gp-surgery/littletown-family-med-pract/P85605
Chadderton Medical Practice,P85004,OL9 0LH,"Middleton Road, Chadderton, Oldham, Lancashire",53.5456,-2.14217,01613572290,http://www.chaddertonmedicalpractice.nhs.uk,True,False,,,"Charlestown Medical Practice, Lindley Medical Practice",2,"Charlestown Medical Practice, Lindley Medical Practice, Rochdale central supplemental search",3,1.044,,,,,,4.1,46,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Chadderton+Medical+Practice/@53.5455518,-2.1467394,17z/data=!4m12!1m2!2m1!1sChadderton+Medical+Practice+OL9+0LH!3m8!1s0x487bb9e2212e1f0b:0x133bed3e97bd8c80!8m2!3d53.5455518!4d-2.1422333!9m1!1b1!15sCiNDaGFkZGVydG9uIE1lZGljYWwgUHJhY3RpY2UgT0w5IDBMSJIBDm1lZGljYWxfY2xpbmlj4AEA!16s%2Fg%2F1q5bng877?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Chadderton Medical Practice,1.0,,,,,,https://www.nhs.uk/services/gp-surgery/chadderton-medical-practice/P85004
Woodlands Medical Practice,P85010,OL9 0LH,"Chadderton Town Health Centre, Middleton Road, Chadderton, Oldham, Lancashire",53.5455,-2.14206,01613572300,https://www.woodlandsmedicalpractice.com,True,False,,,"Charlestown Medical Practice, Lindley Medical Practice",2,"Charlestown Medical Practice, Lindley Medical Practice, Rochdale central supplemental search",3,1.038,,,,,,3.2,183,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Woodlands+Medical+Practice/@53.5456089,-2.1422856,17z/data=!4m8!3m7!1s0x487bb9e034995173:0x4348cb66eca3c04e!8m2!3d53.5456089!4d-2.1422856!9m1!1b1!16s%2Fg%2F1w8w9kt5?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Woodlands Medical Practice,1.0,10,google-review-texts/P85010-woodlands-medical-practice.txt,,,,https://www.nhs.uk/services/gp-surgery/woodlands-medical-practice/P85010
Kapur Family Care,P85615,OL9 7AY,"Werneth Primary Care Centre, Featherstall Road South, Oldham, Lancashire",53.5373,-2.13052,01612713040,https://www.kapurfamilycare.nhs.uk/,True,False,,,"Charlestown Medical Practice, Lindley Medical Practice, Mossley Medical Practice",3,"Charlestown Medical Practice, Lindley Medical Practice, Mossley Medical Practice",3,0.716,,,,,,2.0,154,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Kapur+Family+Care/@53.5372965,-2.1304679,17z/data=!4m8!3m7!1s0x4163a32602908549:0xfed7c268df34fac0!8m2!3d53.5372965!4d-2.1304679!9m1!1b1!16s%2Fg%2F11b6hsjplt?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Kapur Family Care,1.0,10,google-review-texts/P85615-kapur-family-care.txt,,,,https://www.nhs.uk/services/gp-surgery/kapur-family-care/P85615
MD Family Practice,P85018,OL9 7AY,"Werneth Primary Care Centre, Featherstall Road South, Oldham, Lancashire",53.5364,-2.13077,01613572280,http://www.dansonfamilypractice.co.uk,True,False,,,"Charlestown Medical Practice, Gordon Street Medical Centre, Lindley Medical Practice, Mossley Medical Practice",4,"Charlestown Medical Practice, Gordon Street Medical Centre, Lindley Medical Practice, Mossley Medical Practice",4,0.764,,,,,,3.3,38,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Danson+Family+Practice/@53.5374413,-2.1304201,17z/data=!4m8!3m7!1s0x487bb9d9d2b4393f:0xcb2f79c82a4e9ac6!8m2!3d53.5374413!4d-2.1304201!9m1!1b1!16s%2Fg%2F1tjgp41w?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Danson Family Practice,0.5,10,google-review-texts/P85018-md-family-practice.txt,,,,https://www.nhs.uk/services/gp-surgery/md-family-practice/P85018
Werneth Medical Practice,P85612,OL9 7AY,"Werneth Primary Care Centre, Featherstall Road South, Oldham",53.5373,-2.13052,01616205677,http://www.wernethmedicalpractice.nhs.uk,True,False,,,"Charlestown Medical Practice, Lindley Medical Practice, Mossley Medical Practice",3,"Charlestown Medical Practice, Lindley Medical Practice, Mossley Medical Practice",3,0.716,,,,,,1.6,69,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Werneth+Medical+Practice/@53.5371156,-2.1349713,17z/data=!4m12!1m2!2m1!1sWerneth+Medical+Practice+OL9+7AY!3m8!1s0x487bb76565d31727:0xef5f92ced03b400b!8m2!3d53.5371156!4d-2.1304652!9m1!1b1!15sCiBXZXJuZXRoIE1lZGljYWwgUHJhY3RpY2UgT0w5IDdBWZIBBmRvY3RvcuABAA!16s%2Fg%2F1tfg76nd?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Werneth Medical Practice,1.0,10,google-review-texts/P85612-werneth-medical-practice.txt,,,,https://www.nhs.uk/services/gp-surgery/werneth-medical-practice/P85612
Ch Medical Practice,P85011,OL9 8NH,"Fields New Rd P-Care Ctr, Fields New Rd, Chadderton, Oldham, Lancashire",53.5331,-2.14507,01617859240,https://www.ch-medical.co.uk,True,False,,,"Charlestown Medical Practice, Lindley Medical Practice, Simpson Medical Practice",3,"Charlestown Medical Practice, Lindley Medical Practice, Simpson Medical Practice",3,1.372,,,,,,3.1,83,Google Maps direct search with visible recent reviews (weak name match),"https://www.google.com/maps/place/C+H+Medical/@53.5317074,-2.1465969,17z/data=!3m1!5s0x487bb744e445c9e1:0x3d946cf2e638e9a6!4m8!3m7!1s0x487bb75b51b16df1:0xd03df3ef3ed0f389!8m2!3d53.5317074!4d-2.1465969!9m1!1b1!16s%2Fg%2F1hc3lzbtz?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",C H Medical,,,,,,,https://www.nhs.uk/services/gp-surgery/ch-medical-practice/P85011
Vernon Park Surgery,P88615,SK1 2EX,"30-32 Brinnington Road, Stockport, Cheshire",53.4184,-2.14278,01614265484,,True,False,,,,0,Stockport central supplemental search,1,,,,,,,,,,,,,,,,,,https://www.nhs.uk/services/gp-surgery/vernon-park-surgery/P88615
Manor Medical Practice,P88003001,SK1 3PZ,"56 Higher Hillgate, Stockport, Cheshire",53.4036,-2.15349,01619839166,https://www.manormedical.co.uk/,True,False,,,,0,Stockport central supplemental search,1,,Manor Medical Practice,nhs_website_domain_shared,medium,manormedical.co.uk,2,,,,,,,,,,,,https://www.nhs.uk/services/gp-surgery/manor-medical-practice/P88003001
Lambgates Health Centre,C81106,SK13 1DJ,"Wesley Street, Hadfield, Glossop, Derbyshire",53.4635,-1.97014,01457869090,http://www.lambgatessurgery.co.uk/,True,False,,,"Hattersley Group Practice, Millbrook Medical Practice, The Smithy Surgery",3,"Hattersley Group Practice, Millbrook Medical Practice, The Smithy Surgery",3,1.068,,,,,,4.2,42,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Lambgates+Health+Centre/@53.4634628,-1.9700777,17z/data=!4m8!3m7!1s0x487bc95f21f15e71:0x6324556cc9092709!8m2!3d53.4634628!4d-1.9700777!9m1!1b1!16s%2Fg%2F1hc3r7cp2?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Lambgates Health Centre,1.0,,,,,,https://www.nhs.uk/services/gp-surgery/lambgates-health-centre/C81106
Manor House Hadfield,B7I2X,SK13 1DS,"82 Brosscroft, Hadfield, Glossop",53.4672,-1.96504,,,False,False,,,"Hattersley Group Practice, Millbrook Medical Practice, The Smithy Surgery",3,"Hattersley Group Practice, Millbrook Medical Practice, The Smithy Surgery",3,1.333,,,,,,4.1,13,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Manor+House+Hadfield/@53.4672648,-1.9650908,17z/data=!4m8!3m7!1s0x487bc95a319d4acb:0x2622ba98b18bd25!8m2!3d53.4672648!4d-1.9650908!9m1!1b1!16s%2Fg%2F1tf7g6mf?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Manor House Hadfield,1.0,10,google-review-texts/B7I2X-manor-house-hadfield.txt,,,,https://www.nhs.uk/services/gp-surgery/manor-house-hadfield/B7I2X
Cottage Lane Surgery,C81615,SK13 6EQ,"47 Cottage Lane, Gamesley, Glossop, Derbyshire",53.4472,-1.98049,01457861343,http://www.cottagelanesurgery.co.uk,True,False,,,"Hattersley Group Practice, Millbrook Medical Practice, The Smithy Surgery",3,"Hattersley Group Practice, Millbrook Medical Practice, The Smithy Surgery",3,1.148,,,,,,4.0,20,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Cottage+Lane+Surgery/@53.4469477,-1.9808741,17z/data=!4m8!3m7!1s0x487bcbc47eeeed11:0xf44f43eaba70faa6!8m2!3d53.4469477!4d-1.9808741!9m1!1b1!16s%2Fg%2F1hcbbd8ch?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Cottage Lane Surgery,1.0,10,google-review-texts/C81615-cottage-lane-surgery.txt,,,,https://www.nhs.uk/services/gp-surgery/cottage-lane-surgery/C81615
Simmondley Medical Practice,C81640,SK13 6NN,"15A Pennine Road, Glossop, Derbyshire",53.4395,-1.96903,01457862305,https://www.simmondleymedicalpractice.co.uk/,True,False,,,"Hattersley Group Practice, Millbrook Medical Practice, The Smithy Surgery",3,"Hattersley Group Practice, Millbrook Medical Practice, The Smithy Surgery",3,1.855,,,,,,3.6,20,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Simmondley+Medical+Practice/@53.4399906,-1.9691058,17z/data=!4m8!3m7!1s0x487bcbeb33d338e9:0x93ba50f866ff3e60!8m2!3d53.4399906!4d-1.9691058!9m1!1b1!16s%2Fg%2F1tdwdh66?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Simmondley Medical Practice,1.0,10,google-review-texts/C81640-simmondley-medical-practice.txt,,,,https://www.nhs.uk/services/gp-surgery/simmondley-medical-practice/C81640
Howard Street Medical Practice,R3E4A,SK13 7DE,"Howard Street, Glossop",53.4451,-1.94968,,,False,False,,,"Hattersley Group Practice, The Smithy Surgery",2,"Hattersley Group Practice, The Smithy Surgery",2,2.196,,,,,,4.0,18,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Howard+Medical+Practice/@53.4450215,-1.9497282,17z/data=!4m8!3m7!1s0x487bcbf5dfbbde11:0x5124871df20f97ad!8m2!3d53.4450215!4d-1.9497282!9m1!1b1!16s%2Fg%2F1hc3f921f?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Howard Medical Practice,0.5,10,google-review-texts/R3E4A-howard-street-medical-practice.txt,,,,https://www.nhs.uk/services/gp-surgery/howard-street-medical-practice/R3E4A
Manor House Surgery,C81081,SK13 8PS,"Manor Street, Glossop, Derbyshire",53.4437,-1.94513,01457860860,https://www.manorhousesurgery.co.uk,True,False,,,"Hattersley Group Practice, The Smithy Surgery",2,"Hattersley Group Practice, The Smithy Surgery",2,2.406,,,,,,3.6,90,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Manor+House+Surgery/@53.4439258,-1.9811305,14z/data=!4m12!1m2!2m1!1sManor+House+Surgery+SK13+8PS!3m8!1s0x487bcc0a38608327:0xadcd70b4d2f3e2d8!8m2!3d53.4439258!4d-1.9450816!9m1!1b1!15sChxNYW5vciBIb3VzZSBTdXJnZXJ5IFNLMTMgOFBTWh4iHG1hbm9yIGhvdXNlIHN1cmdlcnkgc2sxMyA4cHOSAQ5tZWRpY2FsX2NsaW5pY5oBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VOak1EaFhaR0ozRUFF4AEA-gEFCM0CEDw!16s%2Fg%2F1v4k61t3?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Manor House Surgery,1.0,10,google-review-texts/C81081-manor-house-surgery.txt,,,,https://www.nhs.uk/services/gp-surgery/manor-house-surgery/C81081
The Brooke Surgery,P89002,SK14 1AT,"20 Market Street, Hyde, Cheshire",53.4521,-2.0812,01613683312,https://brookesurgery.co.uk,True,False,,,"Ashton GP Service, Gordon Street Medical Centre, Guide Bridge Medical Practice, Hattersley Group Practice, Millbrook Medical Practice, The Smithy Surgery",6,"Ashton GP Service, Gordon Street Medical Centre, Guide Bridge Medical Practice, Hattersley Group Practice, Millbrook Medical Practice, The Smithy Surgery",6,1.886,,,,,,4.6,1317,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/The+Brooke+Surgery/@53.4520823,-2.08123,17z/data=!4m8!3m7!1s0x487bb5ddb824cec5:0x4b98dd6a64601662!8m2!3d53.4520823!4d-2.08123!9m1!1b1!16s%2Fg%2F1tcyrcxw?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",The Brooke Surgery,1.0,10,google-review-texts/P89002-the-brooke-surgery.txt,,,,https://www.nhs.uk/services/gp-surgery/the-brooke-surgery/P89002
Haughton Thornley Medical Centres,P89014,SK14 1JY,"Thornley House Medical Centre, 9 Thornley Street, Hyde",53.4468,-2.0761,01613677910,http://www.htmc.co.uk/,True,False,,,"Ashton GP Service, Gordon Street Medical Centre, Guide Bridge Medical Practice, Hattersley Group Practice, Millbrook Medical Practice, The Smithy Surgery",6,"Ashton GP Service, Gordon Street Medical Centre, Guide Bridge Medical Practice, Hattersley Group Practice, Millbrook Medical Practice, The Smithy Surgery",6,2.017,Haughton Thornley Medical Centres,nhs_website_domain_shared,medium,htmc.co.uk,2,2.6,78,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Haughton+Thornley+Medical+Centre/@53.4468944,-2.0759453,17z/data=!4m8!3m7!1s0x487bb5e842e35a63:0xfcb521aeaafe17ff!8m2!3d53.4468944!4d-2.0759453!9m1!1b1!16s%2Fg%2F1td4zdf0?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Haughton Thornley Medical Centre,0.667,10,google-review-texts/P89014-haughton-thornley-medical-centres.txt,,,,https://www.nhs.uk/services/gp-surgery/haughton-thornley-medical-centres/P89014
Donneybrook Medical Centre,P89016,SK14 2AH,"Clarendon Street, Hyde, Cheshire",53.4526,-2.08022,01613683838,http://www.donneybrookmedicalcentre.nhs.uk/,True,False,,,"Ashton GP Service, Gordon Street Medical Centre, Guide Bridge Medical Practice, Hattersley Group Practice, Millbrook Medical Practice, The Smithy Surgery",6,"Ashton GP Service, Gordon Street Medical Centre, Guide Bridge Medical Practice, Hattersley Group Practice, Millbrook Medical Practice, The Smithy Surgery",6,1.89,,,,,,2.3,117,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Donneybrook+Medical+Centre/@53.4526298,-2.0796988,17z/data=!4m8!3m7!1s0x487bb5e75f7037af:0xc12ad10f79920242!8m2!3d53.4526298!4d-2.0796988!9m1!1b1!16s%2Fg%2F1tf_sf2t?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Donneybrook Medical Centre,1.0,10,google-review-texts/P89016-donneybrook-medical-centre.txt,,,,https://www.nhs.uk/services/gp-surgery/donneybrook-medical-centre/P89016
Clarendon Medical Centre,P89012,SK14 2AQ,"Clarendon Street, Hyde, Cheshire",53.4526,-2.07994,01613685224,http://www.clarendonmc.co.uk,True,False,,,"Ashton GP Service, Gordon Street Medical Centre, Guide Bridge Medical Practice, Hattersley Group Practice, Millbrook Medical Practice, The Smithy Surgery",6,"Ashton GP Service, Gordon Street Medical Centre, Guide Bridge Medical Practice, Hattersley Group Practice, Millbrook Medical Practice, The Smithy Surgery",6,1.898,,,,,,4.1,1849,Google Maps direct search (weak name match),"https://www.google.com/maps/place/Hyde+SK14+2AQ/@53.4526399,-2.0799511,15z/data=!3m1!4b1!4m6!3m5!1s0x487bb5ddee93125f:0x72a3000b9ea4de6!8m2!3d53.4526405!4d-2.0799511!16s%2Fg%2F1tk8n48j?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",SK14 2AQ,,,,,,,https://www.nhs.uk/services/gp-surgery/clarendon-medical-centre/P89012
Awburn House Medical Practice,P89004,SK14 6LA,"Mottram Moor, Mottram in Longendale, Hyde, Cheshire",53.4581,-2.01099,01457763263,https://www.awburnhouse.co.uk/,True,False,,,"Gordon Street Medical Centre, Hattersley Group Practice, Millbrook Medical Practice, Mossley Medical Practice, The Smithy Surgery",5,"Gordon Street Medical Centre, Hattersley Group Practice, Millbrook Medical Practice, Mossley Medical Practice, The Smithy Surgery",5,0.659,,,,,,4.0,50,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Awburn+House+Surgery/@53.4582813,-2.0107669,17z/data=!4m8!3m7!1s0x487bca2a89f801b7:0x3da7e3012219808a!8m2!3d53.4582813!4d-2.0107669!9m1!1b1!16s%2Fg%2F1hc5pmv6r?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Awburn House Surgery,1.0,,,,,,https://www.nhs.uk/services/gp-surgery/awburn-house-medical-practice/P89004
Grosvenor Medical Centre,P89026,SK15 1RZ,"62 Grosvenor Street, Stalybridge, Cheshire",53.4815,-2.05909,01613034313,http://www.grosvenormedicalcentrestalybridge.nhs.uk,True,False,,,"Ashton GP Service, Gordon Street Medical Centre, Guide Bridge Medical Practice, Hattersley Group Practice, Millbrook Medical Practice, Mossley Medical Practice, The Smithy Surgery",7,"Ashton GP Service, Gordon Street Medical Centre, Guide Bridge Medical Practice, Hattersley Group Practice, Millbrook Medical Practice, Mossley Medical Practice, The Smithy Surgery",7,1.108,,,,,,3.5,36,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Grosvenor+Medical+Centre/@53.4813602,-2.0591618,17z/data=!4m8!3m7!1s0x487bb621da59e02b:0x904a6b97ae92e84!8m2!3d53.4813602!4d-2.0591618!9m1!1b1!16s%2Fg%2F1wc47j4_?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Grosvenor Medical Centre,1.0,10,google-review-texts/P89026-grosvenor-medical-centre.txt,,,,https://www.nhs.uk/services/gp-surgery/grosvenor-medical-centre/P89026
Staveleigh Medical Centre,P89007,SK15 2AE,"King Street, Stalybridge, Cheshire",53.4846,-2.05824,01613048009,https://www.staveleighmedicalcentre.co.uk/,True,False,,,"Ashton GP Service, Gordon Street Medical Centre, Guide Bridge Medical Practice, Hattersley Group Practice, Millbrook Medical Practice, Mossley Medical Practice, The Smithy Surgery",7,"Ashton GP Service, Gordon Street Medical Centre, Guide Bridge Medical Practice, Hattersley Group Practice, Millbrook Medical Practice, Mossley Medical Practice, The Smithy Surgery",7,0.996,,,,,,4.5,246,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Staveleigh+Medical+Centre/@53.4842781,-2.0638306,17z/data=!4m12!1m2!2m1!1sStaveleigh+Medical+Centre+SK15+2AE!3m8!1s0x487bb620e24d77bb:0xc307582e1c05a09e!8m2!3d53.4842781!4d-2.0593245!9m1!1b1!15sCiJTdGF2ZWxlaWdoIE1lZGljYWwgQ2VudHJlIFNLMTUgMkFFkgEObWVkaWNhbF9jZW50ZXLgAQA!16s%2Fg%2F1tj1m1kk?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Staveleigh Medical Centre,1.0,10,google-review-texts/P89007-staveleigh-medical-centre.txt,,,,https://www.nhs.uk/services/gp-surgery/staveleigh-medical-centre/P89007
St. Andrew's House Surgery,P89023,SK15 2AU,"Stalybridge Resource Centre, The Old Sch,2 Waterloo Rd, Stalybridge, Cheshire",53.4847,-2.05908,01613383181,http://www.standrewshousemedicalcentre.co.uk/,True,False,,,"Ashton GP Service, Gordon Street Medical Centre, Guide Bridge Medical Practice, Hattersley Group Practice, Millbrook Medical Practice, Mossley Medical Practice, The Smithy Surgery",7,"Ashton GP Service, Gordon Street Medical Centre, Guide Bridge Medical Practice, Hattersley Group Practice, Millbrook Medical Practice, Mossley Medical Practice, The Smithy Surgery",7,0.964,,,,,,3.5,66,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/St+Andrews+House+Medical+Centre/@53.4844265,-2.0617239,17z/data=!4m12!1m2!2m1!1sSt.+Andrew's+House+Surgery+SK15+2AU!3m8!1s0x487bb6211465b2c1:0xb70b2922abcecaa3!8m2!3d53.4844265!4d-2.0572178!9m1!1b1!15sCiNTdC4gQW5kcmV3J3MgSG91c2UgU3VyZ2VyeSBTSzE1IDJBVVokIiJzdCBhbmRyZXcncyBob3VzZSBzdXJnZXJ5IHNrMTUgMmF1kgEObWVkaWNhbF9jZW50ZXKaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUlhiRGRYY25OQlJSQULgAQD6AQQIABBJ!16s%2Fg%2F1hc2002s6?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",St Andrews House Medical Centre,1.0,10,google-review-texts/P89023-st-andrews-house-surgery.txt,,,,https://www.nhs.uk/services/gp-surgery/st-andrew-s-house-surgery/P89023
Lockside Medical Centre,P89005,SK15 2PT,"85 Huddersfield Road, Stalybridge, Cheshire",53.4848,-2.04718,01613037200,https://locksidemedical.co.uk,True,False,,,"Ashton GP Service, Gordon Street Medical Centre, Guide Bridge Medical Practice, Hattersley Group Practice, Millbrook Medical Practice, Mossley Medical Practice, The Smithy Surgery",7,"Ashton GP Service, Gordon Street Medical Centre, Guide Bridge Medical Practice, Hattersley Group Practice, Millbrook Medical Practice, Mossley Medical Practice, The Smithy Surgery",7,0.742,,,,,,4.3,91,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Lockside+Medical+Centre/@53.48512,-2.0469165,17z/data=!4m8!3m7!1s0x487bc9dc40a148d9:0x84e095da701ec23a!8m2!3d53.48512!4d-2.0469165!9m1!1b1!16s%2Fg%2F1tddx9w0?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Lockside Medical Centre,1.0,10,google-review-texts/P89005-lockside-medical-centre.txt,,,,https://www.nhs.uk/services/gp-surgery/lockside-medical-centre/P89005
DUKINFIELD MEDICAL PRACTICE- BIRCH LANE,P89021001,SK16 4AJ,"83 Birch Lane, Dukinfield, Cheshire",53.4753,-2.07977,,,False,False,,,"Ashton GP Service, Droylsden Medical Practice, Gordon Street Medical Centre, Guide Bridge Medical Practice, Hattersley Group Practice, Millbrook Medical Practice, Mossley Medical Practice, The Smithy Surgery",8,"Ashton GP Service, Droylsden Medical Practice, Gordon Street Medical Centre, Guide Bridge Medical Practice, Hattersley Group Practice, Millbrook Medical Practice, Mossley Medical Practice, The Smithy Surgery",8,1.103,,,,,,3.3,69,Google Maps direct search with visible recent reviews,"https://www.google.com/maps/place/Dukinfield+Medical+Practice/@53.476482,-2.085542,18z/data=!4m12!1m2!2m1!1sDUKINFIELD+MEDICAL+PRACTICE-+BIRCH+LANE+SK16+4AJ!3m8!1s0x487bb66b72d298a7:0xb097d0342fbda19a!8m2!3d53.476482!4d-2.0832889!9m1!1b1!15sCjBEVUtJTkZJRUxEIE1FRElDQUwgUFJBQ1RJQ0UtIEJJUkNIIExBTkUgU0sxNiA0QUpaMSIvZHVraW5maWVsZCBtZWRpY2FsIHByYWN0aWNlIGJpcmNoIGxhbmUgc2sxNiA0YWqSARRnZW5lcmFsX3ByYWN0aXRpb25lcpoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VONmNVMUlhMHRCRUFF4AEA-gEECAAQPw!16s%2Fg%2F1tczpx_h?entry=ttu&g_ep=EgoyMDI2MDMwNS4wIKXMDSoASAFQAw%3D%3D",Dukinfield Medical Practice,0.333,,,,,,https://www.nhs.uk/services/gp-surgery/dukinfield-medical-practice-birch-lane/P89021001
